,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Andhra Pradesh,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,400.00","1,200.00",Rs./Quintal,31-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,400.00","1,200.00",Rs./Quintal,30-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,29-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,100.00",Rs./Quintal,27-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,26-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,25-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,24-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","1,800.00","1,400.00",Rs./Quintal,22-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,21-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,20-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,19-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","2,200.00","1,600.00",Rs./Quintal,18-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,17-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,700.00","2,300.00","2,000.00",Rs./Quintal,16-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"2,200.00","2,800.00","2,600.00",Rs./Quintal,15-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,000.00",Rs./Quintal,12-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,400.00","2,200.00","1,800.00",Rs./Quintal,11-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","2,500.00","2,000.00",Rs./Quintal,10-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","2,500.00","2,000.00",Rs./Quintal,09-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,08-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,600.00","1,100.00",Rs./Quintal,07-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,600.00","1,100.00",Rs./Quintal,06-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,000.00",Rs./Quintal,05-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,000.00",Rs./Quintal,04-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,600.00","1,000.00",Rs./Quintal,03-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,700.00","1,500.00",Rs./Quintal,02-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,400.00","1,200.00",Rs./Quintal,01-12-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,200.00",Rs./Quintal,30-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,200.00",Rs./Quintal,29-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,200.00",Rs./Quintal,28-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,200.00",Rs./Quintal,27-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,500.00","1,200.00",Rs./Quintal,26-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,800.00","1,400.00",Rs./Quintal,25-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,500.00","1,000.00",Rs./Quintal,24-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,23-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,22-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,500.00","1,000.00",Rs./Quintal,21-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,600.00",Rs./Quintal,20-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,400.00",Rs./Quintal,19-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","1,500.00","1,200.00",Rs./Quintal,18-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,600.00",Rs./Quintal,17-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,600.00",Rs./Quintal,15-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,600.00",Rs./Quintal,14-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,600.00","2,500.00","2,000.00",Rs./Quintal,13-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,600.00","2,500.00","2,000.00",Rs./Quintal,12-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,600.00","2,500.00","2,000.00",Rs./Quintal,11-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","3,000.00","2,000.00",Rs./Quintal,06-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","3,000.00","2,000.00",Rs./Quintal,05-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","3,000.00","2,000.00",Rs./Quintal,04-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","3,000.00","2,000.00",Rs./Quintal,03-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,02-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,01-11-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,31-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,30-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,29-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,28-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,27-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,25-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,900.00,"1,600.00","1,300.00",Rs./Quintal,24-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,22-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,21-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,20-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,18-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,17-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,16-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,15-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,14-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","1,800.00","1,400.00",Rs./Quintal,13-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,12-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,11-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","2,000.00","1,500.00",Rs./Quintal,10-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,600.00","2,200.00","1,900.00",Rs./Quintal,09-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,08-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,800.00","2,500.00","2,000.00",Rs./Quintal,07-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,06-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","2,500.00","2,000.00",Rs./Quintal,05-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","2,500.00","2,000.00",Rs./Quintal,04-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,500.00","2,500.00","2,000.00",Rs./Quintal,03-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,"1,000.00","1,500.00","1,200.00",Rs./Quintal,01-10-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,400.00","1,000.00",Rs./Quintal,29-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,000.00",Rs./Quintal,28-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,000.00",Rs./Quintal,27-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,26-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,500.00","1,000.00",Rs./Quintal,25-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,24-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,23-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,100.00",900.00,Rs./Quintal,22-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,100.00",900.00,Rs./Quintal,21-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,20-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,19-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,18-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,17-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,16-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00",800.00,Rs./Quintal,15-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,14-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,13-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,12-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,11-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,10-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,09-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,500.00","1,000.00",Rs./Quintal,08-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00","1,000.00",Rs./Quintal,06-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00","1,000.00",Rs./Quintal,05-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00","1,000.00",Rs./Quintal,04-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00","1,000.00",Rs./Quintal,03-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,02-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,01-09-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,31-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,100.00",900.00,Rs./Quintal,30-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,100.00",900.00,Rs./Quintal,29-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,28-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,27-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,26-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,25-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,24-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,200.00","1,000.00",Rs./Quintal,23-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,300.00","1,000.00",Rs./Quintal,22-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,21-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,20-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,19-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,18-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,17-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,16-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,15-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,14-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,13-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,12-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,08-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,07-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,06-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,04-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,02-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,01-08-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,31-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,29-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,200.00","1,000.00",Rs./Quintal,28-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,26-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,300.00",900.00,Rs./Quintal,25-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,400.00",900.00,Rs./Quintal,24-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,400.00",900.00,Rs./Quintal,23-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,500.00,"1,500.00","1,000.00",Rs./Quintal,22-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00",800.00,Rs./Quintal,21-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,200.00",800.00,Rs./Quintal,20-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,300.00","1,000.00",Rs./Quintal,19-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,300.00","1,000.00",Rs./Quintal,18-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,500.00","1,100.00",Rs./Quintal,17-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,800.00,"1,400.00","1,100.00",Rs./Quintal,16-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,500.00,"1,500.00","1,000.00",Rs./Quintal,15-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,600.00,"1,600.00","1,100.00",Rs./Quintal,14-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,700.00","1,000.00",Rs./Quintal,13-07-2025
Andhra Pradesh,Chittor,Palamaner APMC,Vegetables,Cauliflower,Cauliflower,FAQ,700.00,"1,700.00","1,000.00",Rs./Quintal,11-07-2025
